company_name,url,revenue_class
京王電鉄株式会社,https://www.keio.co.jp/company/,C
沖電気工業株式会社,http://www.oki.com/global/ja/profile/,C
ローム株式会社,https://www.rohm.co.jp/company/about,C
株式会社　平和堂,https://www.heiwado.jp/company,C
エスフーズ株式会社,https://sfoods.co.jp/,C
西日本鉄道株式会社,https://www.nishitetsu.co.jp/ja/index.html,C
Ｊ．フロント　リテイリング株式会社,https://www.j-front-retailing.com/,C
カヤバ株式会社,https://www.kyb.co.jp/,C
塩野義製薬株式会社,https://www.shionogi.com/jp/ja/company.html,C
スターゼン株式会社,https://www.starzen.co.jp/,C
株式会社レオパレス２１,https://www.leopalace21.co.jp/corporate/,C
株式会社ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,https://food-and-life.co.jp/,C
セガサミーホールディングス株式会社,https://www.segasammy.co.jp/ja/,C
株式会社ゲオホールディングス,https://www.geonet.co.jp/,C
株式会社安藤・間,https://www.ad-hzm.co.jp/corporate/,C
株式会社クレディセゾン,https://corporate.saisoncard.co.jp/,C
小田急電鉄株式会社,https://www.odakyu.jp/company/,C
ライオン株式会社,https://www.lion.co.jp/ja/company/,C
東洋紡株式会社,https://www.toyobo.co.jp/,C
株式会社トーメンデバイス,https://www.tomendevices.co.jp/company/,C
コナミグループ株式会社,https://www.konami.com/corporate/ja/,C
日本ゼオン株式会社,https://www.zeon.co.jp/,C
日本マクドナルドホールディングス株式会社,https://www.mcd-holdings.co.jp/,C
株式会社ニップン,https://www.nippn.co.jp/company/,C
株式会社ＳＵＭＣＯ,https://www.sumcosi.com/,C
株式会社日本触媒,https://www.shokubai.co.jp/ja/company/,C
栗田工業株式会社,https://www.kurita-water.com/company/,C
東京地下鉄株式会社,https://www.tokyometro.jp/corporate/index.html,C
株式会社ＡＤＥＫＡ,https://www.adeka.co.jp/company/,C
株式会社ＴＢＳホールディングス,https://www.tbsholdings.co.jp/,C
パーク二四株式会社（定款上の商号　パーク２４株式会社）,https://www.park24.co.jp/,C
ＢＩＰＲＯＧＹ株式会社,https://www.biprogy.com/,C
上新電機株式会社,https://www.joshin.co.jp/ja/company.html,C
株式会社　ミスミグループ本社,https://www.misumi.co.jp/index.html,C
デンカ株式会社,https://www.denka.co.jp/,C
株式会社コンコルディア・フィナンシャルグループ,https://www.yokohamafg.co.jp/,C
住友ファーマ株式会社,https://www.sumitomo-pharma.co.jp/,C
株式会社アマダ,https://www.amada.co.jp/ja/corporate/,C
株式会社ディスコ,https://www.disco.co.jp/jp/introduction/index.html,C
ＪＫホールディングス株式会社,https://www.jkhd.co.jp/,C
株式会社Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,https://unext-hd.co.jp/,C
石油資源開発株式会社,https://www.japex.co.jp/company/overview/,C
因幡電機産業株式会社,https://www.inaba.co.jp/,C
高砂熱学工業株式会社,https://www.tte-net.com/,C
株式会社ベルク,https://www.belc.jp/company,C
株式会社コメリ,https://www.komeri.bit.or.jp/company/,C
マックスバリュ東海株式会社,https://www.mv-tokai.co.jp/company/,C
トランス・コスモス株式会社,https://www.trans-cosmos.co.jp/,C
東プレ株式会社,https://www.topre.co.jp/company/,C
株式会社エイチ・アイ・エス,https://www.his.co.jp/,C
株式会社エービーシー・マート,https://www.abc-mart.co.jp/,C
株式会社ＪＶＣケンウッド,https://www.jvckenwood.com/jp/corporate/,C
